take	context_id	preview_url	voice	status
01	295de0051e5f470682d26b1e29780c0f	https://storage.googleapis.com/adm--audio-playback--7d--public/mcp-preview/0670fb78-8e7c-4c5f-912f-e15277dd71e8.mp3	deep	ready
