take	context_id	preview_url	voice	status
01	4f3f175af70042fc842143e410636116	https://storage.googleapis.com/adm--audio-playback--7d--public/mcp-preview/d2fc0920-49ba-4efa-8e2b-d0e267f93c97.mp3	deep	ready
